SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate,SalesOrderNumber,PurchaseOrderNumber,BusinessEntityID,Name,SalesPersonID,Demographics,rowguid,SalesOrderID,RevisionNumber,SalesOrderNumber,PurchaseOrderNumber
43928,8,07/03/2011 0:00,07/15/2011 0:00,07/10/2011 0:00,5,1,SO43928,NULL,10-4030-016740,16740,NULL,9,14404,14404,1,14446,934552Vi74889,431,3578.27,286.2616,89.4568,3953.9884,NULL,755F8809-8E81-4AA0-9B63-799361B69229,7/10/2011 0:00,SO43928,NULL,826,Bike Goods ,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>OS</BusinessType><YearOpened>1999",DB843B5D-DF3D-44BA-B4EF-81DCAE29CB93,43928,8,SO43928,NULL
43929,8,07/03/2011 0:00,07/15/2011 0:00,07/10/2011 0:00,5,1,SO43929,NULL,10-4030-025270,25270,NULL,9,25405,25405,1,6963,435428Vi36220,431,699.0982,55.9279,17.4775,772.5036,NULL,E1989162-9428-464A-BB27-808C3A7676F3,7/10/2011 0:00,SO43929,NULL,828,Vigorous Exercise Company,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1979</YearOp",9A4119A4-E158-4754-93A3-BAB22274440F,43929,8,SO43929,NULL
43930,8,07/04/2011 0:00,07/16/2011 0:00,07/11/2011 0:00,5,1,SO43930,NULL,10-4030-028038,28038,NULL,4,28267,28267,1,18586,630226Vi96608,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,C3DB9B94-59D9-4CB8-87F4-BD4A7AE75D3F,7/11/2011 0:00,SO43930,NULL,830,Showcase for Cycles,288,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Security</BankName><BusinessType>OS</BusinessType><YearOpened>199",04DCAA69-AD7B-43C7-B149-E6FE2604D27E,43930,8,SO43930,NULL
43931,8,07/04/2011 0:00,07/16/2011 0:00,07/11/2011 0:00,5,1,SO43931,NULL,10-4030-013548,13548,NULL,8,17636,17636,1,6819,1131029Vi35534,448,3578.27,286.2616,89.4568,3953.9884,NULL,CD3FBBF5-E7DA-45A9-AA53-1FA296DB312A,7/11/2011 0:00,SO43931,NULL,832,Lease-a-Bike Shop,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>OS</BusinessType><YearOpened",58C02EAC-D3FD-4A79-B077-20C999B88A54,43931,8,SO43931,NULL
43932,8,07/04/2011 0:00,07/16/2011 0:00,07/11/2011 0:00,5,1,SO43932,NULL,10-4030-016741,16741,NULL,9,26403,26403,1,269,1034553Vi1404,444,3578.27,286.2616,89.4568,3953.9884,NULL,7930CB6C-AF76-47C5-8B3F-B178448E9981,7/11/2011 0:00,SO43932,NULL,834,Functional Store South,288,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1993</Y",0D5C741D-A691-4732-93A3-D34ED0ED3716,43932,8,SO43932,NULL
43933,8,07/04/2011 0:00,07/16/2011 0:00,07/11/2011 0:00,5,1,SO43933,NULL,10-4030-011031,11031,NULL,9,22987,22987,1,18382,135110Vi95514,444,3399.99,271.9992,84.9998,3756.989,NULL,C72293BC-41D0-4CD2-91DC-9560FC77262B,7/11/2011 0:00,SO43933,NULL,836,Active Cycling,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>United Security</BankName><BusinessType>OS</BusinessType><YearOpened>1998</Year",1E3DFF09-7E5C-49BD-B8B1-D0A2E1523BF6,43933,8,SO43933,NULL
43934,8,07/04/2011 0:00,07/16/2011 0:00,07/11/2011 0:00,5,1,SO43934,NULL,10-4030-011034,11034,NULL,9,18711,18711,1,4693,135113Vi24602,444,3399.99,271.9992,84.9998,3756.989,NULL,1BCB010B-4CFE-47A8-97B3-36AC761310BE,7/11/2011 0:00,SO43934,NULL,838,Stock Parts and Supplies,283,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>OS</BusinessType><YearOpened>1990</Yea",ED67B7EC-A2A1-4F0B-9959-1BCD1C7E8B36,43934,8,SO43934,NULL
43935,8,07/05/2011 0:00,07/17/2011 0:00,07/12/2011 0:00,5,1,SO43935,NULL,10-4030-020048,20048,NULL,10,16643,16643,1,17801,1030405Vi92387,464,699.0982,55.9279,17.4775,772.5036,NULL,9BE5634B-0A72-448A-A25D-1DA9738956CB,7/12/2011 0:00,SO43935,NULL,840,Roadway Supplies,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>OS</BusinessType><YearOpened>1995",DD1CEEF8-3E77-4D8E-B420-48ACBA0A9651,43935,8,SO43935,NULL
43936,8,07/05/2011 0:00,07/17/2011 0:00,07/12/2011 0:00,5,1,SO43936,NULL,10-4030-028065,28065,NULL,4,26957,26957,1,14720,131888Vi76277,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,276ED423-907C-4037-83A1-72ECC1BEC79C,7/12/2011 0:00,SO43936,NULL,842,Sensational Discount Store,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1987</YearOp",56795063-F8C7-4550-8A37-357D91CB7C96,43936,8,SO43936,NULL
43937,8,07/05/2011 0:00,07/17/2011 0:00,07/12/2011 0:00,5,1,SO43937,NULL,10-4030-017047,17047,NULL,9,24245,24245,1,3460,233635Vi18228,457,3578.27,286.2616,89.4568,3953.9884,NULL,1AD70C8A-26F3-47C3-BB07-A18C96C2E42E,7/12/2011 0:00,SO43937,NULL,844,Future Bikes,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1992</YearOp",95A0E002-F4F0-4B42-AB6F-860C02405A6D,43937,8,SO43937,NULL
43938,8,07/05/2011 0:00,07/17/2011 0:00,07/12/2011 0:00,5,1,SO43938,NULL,10-4030-016686,16686,NULL,9,15337,15337,1,9400,934539Vi48457,457,3578.27,286.2616,89.4568,3953.9884,NULL,B9A6089F-3C38-4C1A-90EE-614F08EE96CD,7/12/2011 0:00,SO43938,NULL,846,Super Sports Store,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>OS</BusinessType><YearOpened",A7B14C08-DB02-4182-ABBD-25DAA3DBA7F2,43938,8,SO43938,NULL
43939,8,07/05/2011 0:00,07/17/2011 0:00,07/12/2011 0:00,5,1,SO43939,NULL,10-4030-016659,16659,NULL,9,21292,21292,1,12524,834642Vi64787,457,3578.27,286.2616,89.4568,3953.9884,NULL,A8E58030-899B-4B88-9009-0C750BB7B22C,7/12/2011 0:00,SO43939,NULL,848,Satin Finish Company,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1979</Y",24803781-0ABD-47F6-A88C-C5FAE0EAA3F7,43939,8,SO43939,NULL
43940,8,07/05/2011 0:00,07/17/2011 0:00,07/12/2011 0:00,5,1,SO43940,NULL,10-4030-025294,25294,NULL,9,17574,17574,1,1400,335432Vi7148,457,699.0982,55.9279,17.4775,772.5036,NULL,61BAE15D-1C81-4350-9704-F603CDCDD4A8,7/12/2011 0:00,SO43940,NULL,850,Regional Manufacturing,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>OS</BusinessType><YearOpened",164611B2-0B8A-4BCB-92BA-A7224089C518,43940,8,SO43940,NULL
43941,8,07/06/2011 0:00,07/18/2011 0:00,07/13/2011 0:00,5,1,SO43941,NULL,10-4030-013600,13600,NULL,10,19186,19186,1,11686,531130Vi60461,477,3578.27,286.2616,89.4568,3953.9884,NULL,21D7BDCE-9B9B-485E-B303-5F426C85A7BD,7/13/2011 0:00,SO43941,NULL,852,Original Bicycle Supply Company,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1980</Y",093A9472-B613-4214-9C41-4D707CFC38C0,43941,8,SO43941,NULL
43942,8,07/06/2011 0:00,07/18/2011 0:00,07/13/2011 0:00,5,1,SO43942,NULL,10-4030-017051,17051,NULL,9,14866,14866,1,19065,933639Vi99048,470,3578.27,286.2616,89.4568,3953.9884,NULL,5C542EC9-4051-4EA2-AE94-6912E6690D4A,7/13/2011 0:00,SO43942,NULL,854,First Center,290,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>United Security</BankName><BusinessType>OS</BusinessType><YearOpened>1986</Year",2A96F5EA-199D-4B7B-B491-AF05FA0EDD2E,43942,8,SO43942,NULL
43943,8,07/06/2011 0:00,07/18/2011 0:00,07/13/2011 0:00,5,1,SO43943,NULL,10-4030-014565,14565,NULL,4,19488,19488,1,10093,133798Vi52021,NULL,699.0982,55.9279,17.4775,772.5036,NULL,AF245A9B-9A3E-462A-A334-0093DA74A3EF,7/13/2011 0:00,SO43943,NULL,856,Action Bicycle Specialists,289,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>OS</BusinessType><YearOpened>1992</Yea",1D624DC8-9EBE-4ACB-81C8-90F0B474B64F,43943,8,SO43943,NULL
43944,8,07/06/2011 0:00,07/18/2011 0:00,07/13/2011 0:00,5,1,SO43944,NULL,10-4030-011054,11054,NULL,9,18844,18844,1,18160,734126Vi94160,470,3399.99,271.9992,84.9998,3756.989,NULL,9DC18692-56EC-4B86-B58E-8A9B52FD0018,7/13/2011 0:00,SO43944,NULL,858,Roadway Bike Emporium,280,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>OS</BusinessType><YearOpened>1998",10F49B6A-8815-4B0C-AA31-F22972741D88,43944,8,SO43944,NULL
43945,8,07/06/2011 0:00,07/18/2011 0:00,07/13/2011 0:00,5,1,SO43945,NULL,10-4030-016675,16675,NULL,9,19751,19751,1,4559,934536Vi23897,470,3578.27,286.2616,89.4568,3953.9884,NULL,ABCE5E88-E866-4790-AEF3-8A25006DFDD3,7/13/2011 0:00,SO43945,NULL,860,Sleek Bikes ,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1999</YearOp",50684A79-632B-4A17-98F1-B09997E57EC2,43945,8,SO43945,NULL
43946,8,07/06/2011 0:00,07/18/2011 0:00,07/13/2011 0:00,5,1,SO43946,NULL,10-4030-016687,16687,NULL,9,23516,23516,1,1301,1034540Vi6608,470,3578.27,286.2616,89.4568,3953.9884,NULL,9DB7C4D8-6717-4659-9D53-B25D48609BC2,7/13/2011 0:00,SO43946,NULL,862,Retail Sporting Equipment,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Security</BankName><BusinessType>OS</BusinessType><YearOpened>199",7C69A372-2100-4D34-9C59-9645AF5465F0,43946,8,SO43946,NULL
43947,8,07/06/2011 0:00,07/18/2011 0:00,07/13/2011 0:00,5,1,SO43947,NULL,10-4030-016712,16712,NULL,9,14056,14056,1,1890,134550Vi9795,470,3578.27,286.2616,89.4568,3953.9884,NULL,D462F178-C262-41B5-8DA2-652A3B831E01,7/13/2011 0:00,SO43947,NULL,864,Price-Cutter Discount Bikes,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>OS</BusinessType><YearOpened",5EF7F44B-42FC-4B7D-A1D3-FDF2F906AAC1,43947,8,SO43947,NULL
43948,8,07/06/2011 0:00,07/18/2011 0:00,07/13/2011 0:00,5,1,SO43948,NULL,10-4030-011047,11047,NULL,9,21998,21998,1,8816,635119Vi45501,470,3399.99,271.9992,84.9998,3756.989,NULL,FB58B682-F867-4E8B-8454-3190D2002ED8,7/13/2011 0:00,SO43948,NULL,866,Brand New Bikes,290,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1996</Y",43A5E3FD-0886-44E3-9640-772616D463B7,43948,8,SO43948,NULL
43949,8,07/07/2011 0:00,07/19/2011 0:00,07/14/2011 0:00,5,1,SO43949,NULL,10-4030-027726,27726,NULL,4,19937,19937,1,12099,530210Vi62562,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,30F04300-EF4E-482F-A342-A6DD330D5614,7/14/2011 0:00,SO43949,NULL,868,Central Bicycle Specialists,289,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>United Security</BankName><BusinessType>OS</BusinessType><YearOpened>1991</Year",C87ACCFE-02F1-4ECB-8759-D418E0DF29EA,43949,8,SO43949,NULL
43950,8,07/07/2011 0:00,07/19/2011 0:00,07/14/2011 0:00,5,1,SO43950,NULL,10-4030-028014,28014,NULL,4,20434,20434,1,9620,830218Vi49567,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,23EF8508-36DB-468E-951E-84F03E376728,7/14/2011 0:00,SO43950,NULL,870,Vast Bike Sales and Rental,280,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>OS</BusinessType><YearOpened>1993</Yea",C8C03798-FEE6-49E1-A112-4F128F7F45B7,43950,8,SO43950,NULL
43951,8,07/07/2011 0:00,07/19/2011 0:00,07/14/2011 0:00,5,1,SO43951,NULL,10-4030-016696,16696,NULL,9,14933,14933,1,4649,434544Vi24387,483,3578.27,286.2616,89.4568,3953.9884,NULL,5253CFAA-1667-4F77-96D0-A5A4ABED843B,7/14/2011 0:00,SO43951,NULL,872,Summer Sports Place,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>OS</BusinessType><YearOpened>1998",4FF928F2-D314-455B-B00D-DE870E399850,43951,8,SO43951,NULL
43952,8,07/07/2011 0:00,07/19/2011 0:00,07/14/2011 0:00,5,1,SO43952,NULL,10-4030-016639,16639,NULL,9,24077,24077,1,5213,734638Vi27263,483,3578.27,286.2616,89.4568,3953.9884,NULL,11DD119D-E49F-489F-89BD-53FC46D32410,7/14/2011 0:00,SO43952,NULL,874,Real Sporting Goods,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1990</YearOp",6CBA3BFD-AF5C-4EAC-9F80-7B57DFE9FE5A,43952,8,SO43952,NULL
43953,8,07/08/2011 0:00,07/20/2011 0:00,07/15/2011 0:00,5,1,SO43953,NULL,10-4030-020049,20049,NULL,10,21405,21405,1,13222,1130407Vi68585,503,699.0982,55.9279,17.4775,772.5036,NULL,2DF135B2-B950-41B1-9C70-09A6B2BF7F3F,7/15/2011 0:00,SO43953,NULL,876,Versatile Sporting Goods Company,288,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>OS</BusinessType><YearOpened",D41BA195-3DA6-42FB-8522-44A96DACB956,43953,8,SO43953,NULL
43954,8,07/08/2011 0:00,07/20/2011 0:00,07/15/2011 0:00,5,1,SO43954,NULL,10-4030-013602,13602,NULL,10,16657,16657,1,13315,631131Vi69068,503,3578.27,286.2616,89.4568,3953.9884,NULL,CC628CE3-E233-4E2B-AA2C-5CBFE4E055A7,7/15/2011 0:00,SO43954,NULL,878,Bicycle Outfitters,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1991</Y",EFDF9B24-7A68-42EB-949B-9AA87C7AF9D9,43954,8,SO43954,NULL
43955,8,07/08/2011 0:00,07/20/2011 0:00,07/15/2011 0:00,5,1,SO43955,NULL,10-4030-013661,13661,NULL,10,25143,25143,1,19068,731136Vi99060,503,3578.27,286.2616,89.4568,3953.9884,NULL,69956A67-5241-43D7-948C-22BBCA9DDA75,7/15/2011 0:00,SO43955,NULL,880,The Bike Shop,283,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>United Security</BankName><BusinessType>OS</BusinessType><YearOpened>1993</Year",EA9810DB-8F73-44E8-B65A-D148F62BF63A,43955,8,SO43955,NULL
43956,8,07/08/2011 0:00,07/20/2011 0:00,07/15/2011 0:00,5,1,SO43956,NULL,10-4030-011030,11030,NULL,9,26358,26358,1,9306,135109Vi47984,496,3399.99,271.9992,84.9998,3756.989,NULL,8FF2F317-8BA2-4906-B430-ED38A6532005,7/15/2011 0:00,SO43956,NULL,882,Safe Toys,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>OS</BusinessType><YearOpened>1998</Yea",3B49BA13-2F39-4481-8153-AD709211834E,43956,8,SO43956,NULL
43957,8,07/09/2011 0:00,07/21/2011 0:00,07/16/2011 0:00,5,1,SO43957,NULL,10-4030-028068,28068,NULL,4,12047,12047,1,5365,231891Vi28101,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,81366D84-43B1-437C-8E09-3707970AE9E1,7/16/2011 0:00,SO43957,NULL,884,Qualified Sales and Repair Services,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>OS</BusinessType><YearOpened>1990",08A0EB56-A881-488F-A408-237A07EE87AD,43957,8,SO43957,NULL
43958,8,07/09/2011 0:00,07/21/2011 0:00,07/16/2011 0:00,5,1,SO43958,NULL,10-4030-016658,16658,NULL,9,18015,18015,1,8948,734641Vi46103,509,3578.27,286.2616,89.4568,3953.9884,NULL,92BE4287-4A28-4E98-B4FF-B79BAE519DAE,7/16/2011 0:00,SO43958,NULL,886,Our Sporting Goods Store,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1995</YearOp",AE7B0459-93B0-401B-8128-6C0B3EE154FC,43958,8,SO43958,NULL
43959,8,07/09/2011 0:00,07/21/2011 0:00,07/16/2011 0:00,5,1,SO43959,NULL,10-4030-011035,11035,NULL,9,23018,23018,1,9071,1035114Vi46818,509,3374.99,269.9992,84.3748,3729.364,NULL,362B8BFD-4D2D-410C-88D9-85828AEBB79C,7/16/2011 0:00,SO43959,NULL,888,Lustrous Paints and Components,288,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Security</BankName><BusinessType>OS</BusinessType><YearOpened>198",2E909F37-9D27-4090-B40F-148B648B0ABF,43959,8,SO43959,NULL
43960,8,07/09/2011 0:00,07/21/2011 0:00,07/16/2011 0:00,5,1,SO43960,NULL,10-4030-011046,11046,NULL,9,28971,28971,1,14955,535118Vi77461,509,3374.99,269.9992,84.3748,3729.364,NULL,843D8B21-2FE7-44E7-8F4E-A10C677B3992,7/16/2011 0:00,SO43960,NULL,890,Expert Sports Store,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>OS</BusinessType><YearOpened",6F2A7D51-BFF7-4D84-8066-642554A19D3A,43960,8,SO43960,NULL
43961,8,07/10/2011 0:00,07/22/2011 0:00,07/17/2011 0:00,5,1,SO43961,NULL,10-4030-028031,28031,NULL,4,19605,19605,1,7808,930225Vi40458,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,A1746282-2982-4BA9-957C-6E2C547FCC8C,7/17/2011 0:00,SO43961,NULL,892,Coho Sports,283,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1984</Y",1DDBBF6F-BC85-45DF-8798-ACB47864BC13,43961,8,SO43961,NULL
43962,8,07/10/2011 0:00,07/22/2011 0:00,07/17/2011 0:00,5,1,SO43962,NULL,10-4030-028076,28076,NULL,4,26676,26676,1,6829,1031894Vi35579,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11327513-4416-4F29-BAF9-475D9A6A354A,7/17/2011 0:00,SO43962,NULL,894,Jumbo Bikes,286,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>United Security</BankName><BusinessType>BS</BusinessType><YearOpened>1977</Year",63B27F51-853D-44C5-87A7-1F798D0712C4,43962,8,SO43962,NULL
43963,8,07/10/2011 0:00,07/22/2011 0:00,07/17/2011 0:00,5,1,SO43963,NULL,10-4030-016685,16685,NULL,9,22808,22808,1,3262,434538Vi17176,522,3578.27,286.2616,89.4568,3953.9884,NULL,1CEEA41B-9070-4215-A8D3-F2703B2B9ED3,7/17/2011 0:00,SO43963,NULL,896,Quick Delivery Service,278,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1985</Y",5F287EDA-9256-45D0-8C10-E8E73BF0AF34,43963,8,SO43963,NULL
43964,8,07/10/2011 0:00,07/22/2011 0:00,07/17/2011 0:00,5,1,SO43964,NULL,10-4030-016745,16745,NULL,9,23287,23287,1,6168,1034557Vi32048,522,3578.27,286.2616,89.4568,3953.9884,NULL,1AE37391-8FB3-486C-8070-6480920C83F2,7/17/2011 0:00,SO43964,NULL,898,Tough and Reliable Parts,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>BS</BusinessType><YearOpened",5D8FDD67-754E-4233-A726-7C2273E72D9D,43964,8,SO43964,NULL
43965,8,07/10/2011 0:00,07/22/2011 0:00,07/17/2011 0:00,5,1,SO43965,NULL,10-4030-011038,11038,NULL,9,27731,27731,1,10047,1135115Vi51730,522,3374.99,269.9992,84.3748,3729.364,NULL,1AB4F73B-B3A2-4963-9041-4902A011FBBC,7/17/2011 0:00,SO43965,NULL,900,Basic Sports Equipment,276,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BS</BusinessType><YearOpened>198",F848FDFB-B867-4628-B5D9-1DF6137103E1,43965,8,SO43965,NULL
